Id	Sentence_1	Sentence_2	Class	Cosine_distance_layer_1	Cosine_distance_layer_2	Cosine_distance_layer_3	Cosine_distance_layer_4	Cosine_distance_layer_5	Cosine_distance_layer_6	Cosine_distance_layer_7	Cosine_distance_layer_8	Cosine_distance_layer_9	Cosine_distance_layer_10	Cosine_distance_layer_11	Cosine_distance_layer_12
14551	Soluzione banale ma fuori dagli schemi.	Schemi che per noi sono del tutto fondamentali, perché fuori dagli schemi sembra che ci siano solo orrore e raccapriccio, paura e timore.	0	0.0294	0.0526	0.0385	0.0378	0.0489	0.0462	0.0458	0.0691	0.0628	0.0837	0.1602	0.2193
164262	Qui in un attimo tutto si è fermato.	E quindi questo mondo parla a noi, soprattutto a noi.	1	0.0351	0.04	0.0402	0.0246	0.0275	0.0367	0.0678	0.0881	0.1239	0.3549	0.7337	0.5718
192070	I ragazzi che non riuscivano a lavorare l'impasto, li abbiamo messi a fare i camerieri.	Vanno dalla persona seduta al tavolo, e con le loro immagini riconoscono le pizze e riconoscono gli ingredienti.	1	0.0273	0.0335	0.0447	0.0323	0.0354	0.0351	0.0369	0.0676	0.093	0.1287	0.2466	0.2748
14203	"Se invece pronunciassi: ""gabbia mentale"", cosa pensereste?"	"""Quando dormiamo, ma non quando sogniamo."	1	0.0294	0.0296	0.0335	0.0245	0.0288	0.0283	0.0399	0.055	0.0571	0.0655	0.0484	0.1022
108297	Ci saranno dei corsi più astratti.	Se questi istinti, che devono essere espressi in forme civili, vengono troppo compressi si hanno poi le nevrosi e i disturbi mentali.	1	0.0329	0.0509	0.0426	0.0354	0.0432	0.0502	0.0576	0.0726	0.0615	0.0791	0.0674	0.0907
154471	Per voi i droni potranno essere nient'altro che un mero strumento, ma per me hanno rappresentato un vero e proprio risveglio.	Parliamo di mele, ciliegie, broccoli, mirtilli.	1	0.0397	0.0617	0.0721	0.058	0.0664	0.0609	0.0613	0.084	0.1256	0.1709	0.2863	0.3379
68423	Questa credo sia una delle definizioni più belle del valorizzare il proprio tempo: ricordare.	Questo significa essere viaggiatori.	1	0.0491	0.0606	0.0618	0.0571	0.0674	0.0637	0.0544	0.0572	0.0751	0.1006	0.0617	0.0729
139908	Ed è ciascuno di voi.	È l'essere umano, e vediamo di non sprecarlo.	0	0.0502	0.05	0.0566	0.0357	0.0348	0.032	0.0366	0.0526	0.0726	0.1123	0.2266	0.6798
121983	Io non sono la misura dei miei figli, e gli adulti presenti non sono la misura dei ragazzi presenti.	Credo che questa generazione che abbiamo di fronte, e molti sono presenti, non debbano essere formati come allievi che devono eseguire dei compiti prescritti perché c'è un manuale che valeva ieri e vale oggi.	1	0.0177	0.0304	0.0422	0.0286	0.0375	0.035	0.039	0.0582	0.1102	0.146	0.3279	0.2536
18487	In media il contadino è una brava persona.	In pratica, a Natale, il contadino lo ammazza, corretto?	0	0.0209	0.0324	0.0295	0.0222	0.0243	0.0252	0.0287	0.0321	0.0266	0.037	0.03	0.0666
178028	Entrambi questi animali per avere una percezione completa di dov'è la preda nel caso della mantide con gli occhi, nel caso della talpa col naso muovono, la mantide si muove a destra e a sinistra, e il naso della talpa dal muso stellato si muove, è fatto di 22 appendici sensorizzate che vengono mosse dall'animale.	Quindi il mio approccio all'interazione uomo - macchina era ed è quello della bioispirazione intelligente che passa attraverso sistemi per trasformare le esperienze in memorie, memorie che posso essere interrogate e utilizzate per pianificare il movimento quindi necessario è il machine learning che ho scoperto anch'io un passo alla volta.	0	0.0147	0.0455	0.0424	0.0357	0.0422	0.0359	0.0536	0.0469	0.037	0.0313	0.0614	0.097
75997	Abitiamo a Gavardo, vicino al Lago di Garda, vicino a Salò.	"Lo teneva nel becco, mentre lo portava via, e Emanuele diceva le parolacce alla papera, diceva: ""Bastarda! """	1	0.0389	0.0623	0.0533	0.0351	0.0364	0.0279	0.0286	0.0349	0.0357	0.0659	0.0505	0.1001
127824	Ci siamo messi - abbiamo scritto uno statuto in cui scrivevamo che lo scopo di Nativa era di essere un'azienda rigeneratrice.	Andare oltre questo concetto di profit.	0	0.0309	0.0469	0.0776	0.0554	0.055	0.0485	0.0595	0.0769	0.1006	0.1763	0.1817	0.1146
67039	Penso che sia un cellulare.	Mmh.. no.	0	0.0735	0.0584	0.0657	0.0443	0.0511	0.0507	0.0476	0.0385	0.0418	0.0814	0.0863	0.0846
16142	Proviamo allora a smontare un piatto tipico della nostra tradizione: la pasta al pomodoro.	Il grano per fare la pasta deriva dalla fusione totale dei genomi di due diverse piante selvatiche avvenuta in natura, in modo del tutto casuale, migliaia di anni fa.	0	0.0222	0.0272	0.0267	0.0231	0.026	0.0291	0.033	0.0564	0.061	0.0745	0.3864	0.3991
84304	"Gli dico: ""She was just lucky""."	Peccato che piove, e in Sud Sudan un volo non si improvvisa così, e non c'è niente che decolla e niente che atterra su un mare di fango.	1	0.0528	0.0867	0.0848	0.0479	0.0504	0.0565	0.0779	0.1116	0.1454	0.1943	0.4968	0.5324
8371	Eppure ero una donna!	E pensate che la rappresentazione simbolica della giustizia, da sempre, è stata una donna.	1	0.0493	0.0756	0.0681	0.0436	0.053	0.0511	0.0495	0.0485	0.063	0.1013	0.1192	0.1558
192846	E poi ho provato a portarla in un progetto che andasse al di là di me stesso, che lasciasse il segno.	E insieme ad alcuni soci e amici, abbiamo iniziato un'avventura che abbiamo chiamato 'Akto', che significa agisci - play!	0	0.0171	0.0353	0.0638	0.0493	0.0477	0.0425	0.0413	0.049	0.0693	0.078	0.2047	0.2523
39106	Con farmaci che abbassano la pressione e che fanno parte della categoria degli inibitori dell'enzima di conversione per l'angiotensina.	Senza topi e ratti non c'è progresso, si ferma la medicina.	1	0.0261	0.0489	0.0449	0.0312	0.0343	0.0427	0.0465	0.0413	0.0297	0.0337	0.0447	0.0483
156720	Io credo che i talenti ci siano, credo altresì che i fuochi da accendere ci siano.	Noi dobbiamo riavviare una cinghia di trasmissione potente tra università e sistema economico sociale.	1	0.0298	0.0461	0.0469	0.0354	0.0385	0.0386	0.0393	0.044	0.0499	0.0635	0.0487	0.0604
172595	Ragazzo che sei salito sul treno e senti che il tuo posto non è lì, scendi.	È una frase che Susanna, una persona per me molto importante, mi ha detto all'inizio di questo percorso che ho intrapreso ormai due anni fa.	1	0.0207	0.0333	0.0783	0.0595	0.0691	0.0524	0.0532	0.0646	0.0739	0.0867	0.1175	0.1141
53086	Tra l'89 e il '93 comincia a crescere la mia carriera; divento responsabile amministrativo di un'azienda, cominciano ad arrivare i primi stipendi interessanti ma niente rispetto a quello che sarebbe successo dopo.	Quando non li hai, ti danno due dita negli occhi, ovviamente.	1	0.0355	0.0567	0.0712	0.0573	0.0506	0.0438	0.0462	0.0759	0.1093	0.1691	0.2982	0.2997
172929	L'esplosione dei posti di lavoro, soprattutto a contenuto tecnologico, in India è fortissima negli ultimi anni.	Noi facciamo, un lavoro.	1	0.0653	0.0745	0.0805	0.0586	0.0651	0.0863	0.1054	0.1347	0.1763	0.3515	0.6982	0.3834
11188	Possiamo pensare di ripetere la domesticazione.	Non spaventatevi, non è nulla di pericoloso.	1	0.0334	0.0356	0.0455	0.0338	0.0441	0.0401	0.0375	0.0352	0.0334	0.0645	0.1365	0.2798
91144	"Dico: ""Come?"	"Ma tuo padre ti manda a studiare semiotica, la teoria dei segni dei significati? """	0	0.0618	0.095	0.0888	0.0605	0.0769	0.1009	0.0996	0.1007	0.1169	0.2152	0.5255	0.4131
78517	E non è forse questo quello di cui stiamo parlando?	Non è così la nostra vita, quando affrontiamo la complessità del mondo?	0	0.0214	0.0311	0.04	0.0292	0.0407	0.0452	0.0394	0.039	0.0437	0.0629	0.0455	0.0898
132774	Cosa fare quindi nella pratica, nella nostra pratica quotidiana?	Nell'istituto che dirigo con alcuni colleghi, stiamo studiando la reciprocità della coppia, cioè cosa la coppia fa già bene insieme, in che modo è sincrona, e come possiamo sostenere questi aspetti della coppia che funziona.	1	0.0353	0.068	0.0698	0.0522	0.0605	0.0627	0.0717	0.0926	0.1212	0.2132	0.4905	0.5091
45736	E io da subito mi resi conto che volevo far parte di quell'ambito lì.	E nonostante fosse molto più rischioso di lavorare nelle grandi multinazionali già avviate, io volevo fare quella cosa lì.	0	0.0146	0.0256	0.0475	0.04	0.0407	0.0429	0.0464	0.055	0.08	0.1146	0.0667	0.1144
14544	Ossigeno, per favore, ossigeno!	Allora, senti chirurgo, ascolta me: questa operazione s'ha da fare perché questa cannuccia nei polmoni da sola non ce la fa più, e poi vedrai che la togliamo, ho capito che posso morire, ma non mi hai mica detto una cosa nuova!	0	0.0477	0.056	0.0732	0.0647	0.061	0.0769	0.0942	0.1054	0.1317	0.166	0.229	0.1938
95578	E se queste relazioni stabiliscono la differenza, e non l'identificazione con l'altro.	L'ascolto è un po' stata la base della mia crescita professionale.	1	0.021	0.0395	0.0341	0.0213	0.0305	0.0312	0.0306	0.0346	0.0329	0.0376	0.0757	0.2996
5182	Ovviamente ci sono delle differenze tra il '500 e adesso: mentre allora le novità venivano dal nulla, da continenti sconosciuti, adesso vengono progettate da un apparato scientifico - tecnologico per un consumo di massa.	Fatto di plastica e vetro.	1	0.0716	0.1026	0.1061	0.0748	0.0726	0.0753	0.0934	0.1295	0.1768	0.2252	0.3093	0.595
169385	Le prime parole che Chiara ha scritto in modo autonomo sono state: Anakin Skywalker; Gandalf; la torre; il principe, E poi le parole del suo quotidiano: la Nanà, il suo gatto; la Nasca; il papà Luca, la mamma Claudia e la sorella Elisa.	"""Ma cosa vuol dire essere grande? """	1	0.0547	0.1194	0.0857	0.0626	0.0719	0.079	0.0919	0.1199	0.1407	0.185	0.3755	0.3827
108389	Una lingua espressa quindi col corpo e percepita con la vista.	Io stessa mi sono trovata, spesso, a comprendere delle frasi che utilizzo quotidianamente solamente dopo che mi sono trovata a doverle tradurre con la lingua dei segni.	1	0.0196	0.0346	0.0403	0.0335	0.0364	0.035	0.0343	0.0407	0.0425	0.0541	0.1164	0.1666
120492	Tu non lo sai, io devo portare mia figlia al cinema, certo che ce la faccio.	E allora salto.	0	0.0503	0.0619	0.0613	0.0454	0.0531	0.0866	0.1575	0.2084	0.2918	0.565	0.8279	0.5363
100348	Ricordate la prima volta che avete trattenuto il respiro?	E poi con me c'era Herbert Nitch, il più profondo apneista mai esistito, con i suoi - 214 metri, nella disciplina del no - limits, nella quale si scende e si sale grazie a un supporto meccanico; e che all'epoca deteneva tutti i record nelle varie discipline dell'apnea.	1	0.0592	0.1132	0.1258	0.0805	0.0808	0.0714	0.0812	0.1304	0.1604	0.2295	0.5802	0.5731
147533	Ed è così che nasce, dopo pochi giorni, la fondazione EMA, che sta per Emanuele, Pesciolino Rosso.	"""Lasciami volare"" è già andata in scena in sei teatri."	1	0.043	0.0737	0.0676	0.0519	0.0604	0.0538	0.0509	0.0497	0.0529	0.0685	0.1473	0.1441
17761	14 euro.	Ma l'età biologica, cioè l'età che deriva da una serie di parametri - che noi stiamo elaborando per cercare di definire meglio.	1	0.0766	0.1023	0.0989	0.0738	0.0818	0.1012	0.1759	0.2504	0.3292	0.5781	0.7907	0.5038
170641	La scienza sta lavorando molto su questo, e per esempio - questo secondo me è un risultato interessante - ci dice che non esistono le persone naturalmente empatiche.	Un luogo comune è che le donne sono più empatiche degli uomini.	0	0.017	0.0301	0.0346	0.0284	0.0332	0.0337	0.0312	0.0337	0.0391	0.0541	0.0361	0.0587
170328	Di Udine, rispondiamo noi.	Si fermò a vedere dei bambini giocare a biglie.	1	0.0366	0.0501	0.0506	0.0376	0.0487	0.0521	0.0507	0.054	0.0621	0.0996	0.2171	0.2581
21958	Ad esempio è possibile immaginare, in un futuro lontano ma non troppo, che alcuni regimi totalitari possano imporre la fertilizzazione in vitro per legge, ed obbligare l'inserimento di tratti poligenici desiderabili per il regime, quali una certa altezza o un certo colore degli occhi; ma anche, chissà, in futuro, tratti psicofisici come bassi livelli di aggressività.	Questo può sembrare uno scenario da fantascienza distopica, ma non è così.	0	0.0299	0.0476	0.0654	0.0604	0.0741	0.0908	0.1064	0.1142	0.1536	0.2027	0.1943	0.1866
83249	Quante volte sentite quello dall'altra parte che scrive sulla tastiera.	Fa incazzare da morire.	0	0.0467	0.0816	0.09	0.0538	0.0547	0.0584	0.0848	0.127	0.1824	0.3881	0.688	0.3549
96933	Le frontiere in fondo sono il centro della nostra società; noi le pensiamo ai margini, sono invece il motore del rinnovamento, del cambiamento.	Chi non ha una frontiera accanto ha sicuramente un marocchino della porta accanto, un cinese della porta accanto.	0	0.0218	0.0356	0.0293	0.0231	0.0254	0.021	0.0186	0.0241	0.0342	0.0462	0.0311	0.0764
72490	E in quei momenti magici, di epifania, sento che c'è una forma di riposo, nella bellezza, e di tendenza al bene.	La parola riposo è una delle mie parole preferite.	0	0.0383	0.0541	0.0636	0.0488	0.0477	0.0414	0.0536	0.0886	0.115	0.1393	0.2644	0.3038
180055	Visione, occhi, occhiali: faremo gli occhiali.	Sembrava una boutade, in realtà il mercato dell'occhialeria è molto interessante: si può sedurre il cliente finale parlando di comfort, di design, di qualità.	0	0.0439	0.0646	0.073	0.0567	0.0537	0.0472	0.0506	0.0724	0.0848	0.1321	0.5295	0.3378
71314	Oppure, ancora, il mondo meraviglioso, veramente affascinante, dell'archeologia marina.	Ce ne sono circa 70 milioni nel mondo, di cui 100.000 in Italia, che a causa di problemi comunicativi non riescono a sviluppare normali rapporti sociali e lavorativi.	1	0.0288	0.0357	0.045	0.0339	0.0327	0.0497	0.0516	0.074	0.1008	0.1148	0.2142	0.3793
70903	E io oso proporvela con coraggio.	Perché se siamo in più, forse otterremo il risultato.	0	0.0469	0.0558	0.0588	0.0358	0.042	0.0392	0.0395	0.0381	0.0514	0.0872	0.1416	0.4067
42313	Quello che si fa in carcere non avviene quasi mai perché un solo ente, una sola persona o un solo soggetto decidono di fare una cosa, ma sempre perché tante persone si mettono insieme e decidono di costruire qualcosa.	A chi è che non piace andare al cinema, a prescindere dai generi?	1	0.026	0.0529	0.0544	0.0418	0.0399	0.0355	0.0354	0.0475	0.0524	0.0866	0.0825	0.0774
15590	A quanti di voi si è già impallato il computer almeno una volta nella vita?	Via Regina è una strada che già esisteva in epoca romana e che è stata percorsa da tantissimi personaggi.	1	0.0268	0.0633	0.0493	0.039	0.0386	0.0444	0.0434	0.0504	0.0723	0.1062	0.091	0.1458
30190	Sviluppano la patologia in giorni, o settimane.	Un esempio su tutti è lo scimpanzè.	1	0.0271	0.042	0.0503	0.0293	0.0444	0.0371	0.0367	0.0438	0.0777	0.0957	0.1516	0.1967
57480	Ecco, il gioco è fatto!	Il piano prevedeva tre pilastri fondamentali: il primo, continuare a fare quello che la fabbrica già faceva, quindi migliorare la rete di vendita e il prodotto sulle moto da fuoristrada; il secondo pilastro del rilancio, rivitalizzare completamenteil Caballero.	1	0.0544	0.1005	0.1044	0.0941	0.1006	0.1129	0.1193	0.1357	0.145	0.2005	0.4665	0.379
190066	Fanno di quei giochi, vedono un boccone, scendono, il vento le spara su a 40 metri, ritornano giù.	Sono una che ha imparato a farsi consigliare.	1	0.041	0.0541	0.0476	0.0373	0.0448	0.0436	0.0484	0.0595	0.0612	0.0861	0.095	0.0995
46282	Ma se invece parti da te e pensi di essere perfettibile, che forse hai un margine di cambiamento, che puoi migliorarti, allora ti si aprono delle porte davanti.	Perché diventa una tua responsabilità la faccenda e puoi decidere se imparare una nuova lingua, se leggere dei libri, frequentare dei corsi per acquisire nuove competenze o consolidare quelle che già hai: puoi lavorare su di te per diventare unico.	0	0.015	0.04	0.0298	0.0216	0.0275	0.0232	0.0242	0.0256	0.0258	0.032	0.0733	0.119
96339	C'erano i jazzisti, quindi arrivavo, e mi mettevo a suonare così.	Ho poi provato con la batteria: ma era troppo faticosa da trasportare, ed era un po' troppo nelle retro - file.	1	0.0175	0.0376	0.0313	0.027	0.0349	0.0363	0.0367	0.0301	0.0199	0.0221	0.0498	0.1139
39334	Astraendoci un attimo, abbiamo bisogno di un'architettura che sia in grado allo stesso tempo di memorizzare e di computare, di sensori e di un loro embodiment nell'ambiente.	Accogliendo però tre sfide e sono tre sfide che fanno la differenza.	0	0.0426	0.0551	0.0524	0.0413	0.0467	0.0479	0.0501	0.0735	0.1446	0.2249	0.4632	0.3446
137982	I batteri lattici che erano presenti nello yogurt di partenza, durante la notte si moltiplicheranno e grazie a processi fermentativi tutto il latte diventerà yogurt.	Che i batteri, e i microrganismi in generale, possano essere utilizzati per dare un servizio all'uomo è un concetto che si sintetizza in tre parole: Gestione della Risorsa Microbica.	1	0.0212	0.0301	0.0494	0.0322	0.0302	0.0276	0.0283	0.0435	0.064	0.072	0.0886	0.0663
159438	Parlo dei laboratori universitari, parlo dei centri di ricerca.	Oggi l'Italia sembra aver perso di visione: i nostri giovani non rischiano, sembrano essersi arresi.	0	0.0414	0.0771	0.0822	0.0711	0.0733	0.0602	0.0592	0.0697	0.0941	0.1134	0.0995	0.105
22184	Noi eravamo una chimera dal punto di vista legale.	Il nostro lavoro è semplicissimo: tutti i giorni ci svegliamo, con le nostre biciclette raccogliamo il fondo di caffè dai bar di Firenze, che sono felicissimi ovviamente di darcelo, lo portiamo nella nostra piccola azienda e trasformiamo il fondo di caffè in funghi freschi da vendere al mercato locale, kit per la coltivazione casalinga e, siccome i rifiuti non esistono, il nostro fondo esausto lo utilizziamo per produrci humus di lombrico, copiando ovviamente l'idea di quel ristorante.	1	0.0429	0.0817	0.0919	0.07	0.0699	0.0694	0.0764	0.0911	0.1159	0.1682	0.3402	0.2347
40320	E mi fu offerta la possibilità di calcolarli al vento.	D'altra parte non c'erano altre persone che se ne occupavano.	0	0.0285	0.0451	0.049	0.0383	0.0449	0.0448	0.0493	0.0663	0.1008	0.1512	0.2336	0.1622
17421	Era il 2013, volevo fuggire lontanissimo dall'Italia.	Le città sono un grandissimo strumento musicale.	1	0.0301	0.0425	0.0633	0.0492	0.0486	0.0455	0.0524	0.0722	0.1144	0.1691	0.3642	0.294
96805	"Per esempio: ""Sono spaventato""."	Da cosa sei spaventato?	0	0.0458	0.0789	0.0759	0.0491	0.0488	0.0539	0.0594	0.0733	0.0966	0.1558	0.1129	0.1293
